Date,Open,High,Low,Close,Adj Close,Volume
2020-04-09,42.090000,42.200001,40.849998,41.200001,41.200001,27650200
2020-04-13,41.040001,41.459999,40.529999,41.220001,41.220001,19592000
2020-04-14,41.910000,42.820000,41.529999,42.779999,42.779999,22882400
2020-04-15,42.200001,42.369999,41.230000,41.520000,41.520000,18428800
2020-04-16,41.759998,41.790001,40.680000,41.500000,41.500000,26118300
2020-04-17,42.250000,42.630001,41.740002,41.994999,41.994999,17425514
