Date,Open,High,Low,Close,Adj Close,Volume
2020-04-09,180.729996,185.460007,179.619995,183.699997,183.699997,4901900
2020-04-13,182.679993,182.850006,176.910004,180.119995,180.119995,3182500
2020-04-14,183.750000,184.490005,181.839996,183.990005,183.990005,3863800
2020-04-15,178.740005,180.970001,177.270004,177.839996,177.839996,4961500
2020-04-16,177.000000,179.910004,172.270004,179.500000,179.500000,7105600
2020-04-17,182.320007,184.429993,180.227493,182.187302,182.187302,3754062
