Date,Open,High,Low,Close,Adj Close,Volume
2020-04-09,24.790001,25.850000,24.260000,24.700001,24.700001,9968900
2020-04-13,24.070000,24.990000,23.355000,24.959999,24.959999,10783800
2020-04-14,26.000000,26.450001,25.260000,25.320000,25.320000,10432600
2020-04-15,25.170000,28.090000,24.580000,28.030001,28.030001,18216500
2020-04-16,27.760000,30.000000,27.389999,29.379999,29.379999,32559500
2020-04-17,28.400000,28.969999,27.059999,28.150000,28.150000,12474507
