Date,Open,High,Low,Close,Adj Close,Volume
2020-04-09,117.800003,125.500000,114.000000,124.510002,124.510002,15513000
2020-04-13,127.000000,136.860001,125.603996,135.919998,135.919998,15411700
2020-04-14,141.070007,145.199997,139.009995,141.889999,141.889999,11679900
2020-04-15,141.710007,152.570007,140.000000,151.559998,151.559998,14193300
2020-04-16,149.919998,154.250000,146.800003,150.259995,150.259995,14923300
2020-04-17,147.910004,153.789398,144.029999,152.210007,152.210007,8706650
